iteration,duration,jtsd,mean_speed,reward,time_loss,vssd,waiting_time
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,64.6534090909091,33.99458440224162,7.3820584885448,6.405481945450049,35.825340909090905,2.719853173781688,5.9772727272727275
