iteration,duration,jtsd,mean_speed,reward,time_loss,vssd,waiting_time
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,65.46019417475728,36.89554749837729,7.464523803949616,6.245301266548844,36.626854368932044,2.8256643339323007,5.697087378640776
1,67.5265306122449,40.9388332959895,7.6285127467232465,5.970744265874472,38.729836734693876,3.1691879417189686,6.438775510204081
2,44.36631578947368,10.14943722086486,9.252771406642333,8.769353322036913,15.56903157894737,1.7215012930895421,1.9305263157894736
3,64.52112676056338,35.11418649058242,7.538027195146367,6.240897044789935,35.675472837022134,2.8222595436097677,3.806841046277666
4,65.97595190380761,43.112001951547455,7.730630449390678,6.207783867695146,37.18987975951904,2.9707628833931707,5.482965931863728
5,58.25984251968504,25.048523805946925,7.720833079782987,6.8903607646624145,29.506161417322836,2.444645498464966,3.8877952755905514
6,45.369168356997974,10.639283036343985,9.076234675470804,8.601558889926688,16.559655172413795,1.7528287159575382,2.075050709939148
7,51.099391480730226,20.12587819849201,8.609160910448352,7.932491918814006,22.33973630831643,2.4739300387832666,3.004056795131846
8,56.50411522633745,23.792721669958002,7.98276483189209,7.021695695986627,27.735843621399177,2.5628188529955387,4.012345679012346
9,52.77644710578842,16.032337709978634,8.093877552960725,7.3744786902371695,23.938622754491018,2.164327670177927,3.385229540918164
10,59.0784708249497,26.51349983151125,7.793220977013967,6.647323560318505,30.261851106639842,2.66823788867838,3.245472837022133
11,53.62105263157895,22.930640933667966,8.347970460429302,7.3101816465478064,24.78103157894737,2.482356689762484,3.4063157894736844
12,54.05118110236221,19.593339564706945,8.08559875029272,7.141458981556865,25.265118110236216,2.4068589581097104,4.320866141732283
13,47.326,11.776405393837289,8.777422817598072,8.169927830966657,18.55522,1.9275619410089857,2.292
14,48.002053388090346,12.14905696364863,8.658134112016311,8.134855597553447,19.19258726899384,1.8494162585236857,2.815195071868583
15,55.986111111111114,21.503179110556427,7.942869359821597,7.1762386230231865,27.209821428571427,2.5055124659448436,3.5238095238095237
16,51.852525252525254,18.005287345970864,8.318561139782569,7.604982060618449,23.01688888888889,2.2468298064623586,2.6303030303030304
17,51.07258064516129,14.478946554921409,8.24568009544463,7.633836465783795,22.237036290322582,1.9782344312693714,3.5745967741935485
18,68.6520874751491,39.78221315756601,7.325570449493125,5.7521641737893505,39.85538767395626,2.9683915883974934,5.399602385685885
19,73.74579439252336,35.66608976252345,6.588679614542915,5.408144974212135,44.921532710280374,2.78077855640366,6.013084112149532
20,55.97244094488189,21.78417824020092,7.990589286320802,7.04365905177534,27.259586614173227,2.6463074281882686,3.4507874015748032
21,47.00606060606061,10.584244228820346,8.774763859341803,8.233188522251725,18.22521212121212,1.8460613795382292,2.3878787878787877
22,58.97642436149312,27.701528654008193,7.870942461230146,6.71852955506944,30.196168958742632,2.731386808351271,4.157170923379175
23,69.71017274472169,32.0549323396917,6.747500378549788,5.979724922003551,40.91564299424184,2.5836579516669276,5.322456813819578
24,53.59126984126984,20.96169037713486,8.219573898827711,7.36391995421074,24.811269841269844,2.39928752202401,4.027777777777778
25,68.84708249496983,40.328489669380325,7.363958449494065,6.034548676888399,40.03832997987927,3.019345652944383,7.114688128772636
26,49.34059405940594,14.186691422191418,8.555604362492371,7.864599664447071,20.527544554455446,2.0716933575253496,2.9306930693069306
27,54.08467741935484,23.87198906653394,8.26432481311723,7.491309020238723,25.277379032258064,2.424771031446409,3.618951612903226
28,53.09251968503937,17.740287992607,8.096073249416706,7.373535819984699,24.288661417322835,2.1578164503718114,3.4468503937007875
29,66.23346303501945,38.47071715823435,7.472793127932546,6.050054893761479,37.39595330739301,2.8311781588632123,5.824902723735408
30,45.05050505050505,11.44999998886131,9.16990188262196,8.619917267384402,16.25848484848485,1.7979609606903615,1.7515151515151515
31,44.50295857988166,8.105656529572709,9.122206848382064,8.658486985369228,15.680236686390534,1.5594061258436034,2.2919132149901382
32,49.375757575757575,13.343337844412071,8.487732576224627,7.8804038952586275,20.58840404040404,1.9628596247474976,3.3797979797979796
33,48.55357142857143,13.601802632884569,8.667484003027724,8.002593814308545,19.79164682539683,2.103101986534519,2.5912698412698414
34,48.736082474226805,15.172561952398928,8.700520658504324,8.133317653563516,19.883216494845364,2.0734798895093016,2.3237113402061857
35,49.248543689320385,12.97257648262695,8.504894868263866,7.948329156506013,20.49091262135922,2.04542751428844,2.442718446601942
36,50.83657587548638,15.629854724321238,8.297368267465448,7.6669939879636555,22.03778210116732,1.9325877537989191,3.0894941634241246
37,51.361702127659576,14.172832164773789,8.191038878890483,7.605517590453133,22.560386847195357,1.9875026695942954,3.133462282398453
38,50.37166324435318,15.879663550657432,8.46246164710836,7.796082551723424,21.523798767967147,2.1323531341540884,2.9548254620123204
39,45.31376518218624,9.725208946972272,9.042349536080092,8.637773853424266,16.523178137651822,1.7375964768447827,1.8582995951417005
40,49.19405940594059,12.593018824935656,8.47297137724898,8.012015902580124,20.37281188118812,1.896847210556435,2.5821782178217823
41,69.19844357976653,36.638091178499124,7.167671997007272,5.740749082532182,40.40054474708171,2.9863476847884303,4.424124513618677
42,52.56619144602851,19.4923661896156,8.295482578674996,7.529864587885545,23.73114052953157,2.2957519759353526,3.511201629327902
43,42.432203389830505,7.938298939969916,9.576120973367397,9.044558875116916,13.704343220338984,1.6894313373365941,1.646186440677966
44,54.463562753036435,21.72895436398482,8.132823558266834,7.326147418316204,25.61937246963563,2.3993681686309545,3.3036437246963564
45,46.1947261663286,13.888231500629445,9.075586906338941,8.472169053565265,17.405618661257606,1.9698298020813758,2.413793103448276
46,52.316770186335404,18.108971625589888,8.271943357474047,7.580607153344046,23.509875776397518,2.305919437274081,3.536231884057971
47,50.39766081871345,12.872207181564164,8.295627657742273,7.715588609507564,21.608966861598443,1.9774362346815062,3.2826510721247564
48,49.052734375,12.993205569092385,8.541196428597047,7.895474002051082,20.2527734375,2.0192505025222087,3.306640625
49,55.57768924302789,18.795315498821584,7.7842736194637325,7.032868228575764,26.82049800796813,2.259565604975109,4.217131474103586
50,45.859437751004016,10.81295525239524,8.995873365849018,8.490790353102694,17.062088353413653,1.813451305935651,1.9919678714859437
51,49.8605577689243,12.533162308763822,8.359852528527298,7.747367386402299,21.091155378486057,1.9294743114367867,3.085657370517928
52,45.4689378757515,10.653427999024968,9.040272167398522,8.541076252254905,16.624629258517036,1.6945834372005084,2.5871743486973946
53,60.45454545454545,34.13427813775044,7.93307052646934,6.909811221701297,31.637959595959593,2.8163600873145125,4.997979797979798
54,53.174089068825914,18.25433387286056,8.190538922916003,7.4340801995226915,24.395748987854248,2.4230387246425087,3.57085020242915
55,47.48995983935743,11.972227718539765,8.726026081311712,8.171804412900165,18.658534136546187,1.8068687675601507,2.889558232931727
56,50.55750487329435,15.100866427915912,8.352303334827822,7.772614813167464,21.77729044834308,2.0213333927131583,2.962962962962963
57,54.68055555555556,15.682335720791466,7.803322335646449,7.128736120862596,25.908511904761905,2.20659234650854,3.6646825396825395
58,61.59496124031008,34.249040808704805,7.8331823332951185,6.77924663609807,32.7803488372093,2.809943156374375,3.125968992248062
59,52.5049115913556,22.083216329596723,8.390039148978882,7.5210465680676455,23.76893909626719,2.353897192054325,2.7779960707269153
60,49.95893223819302,13.84418859276783,8.423102701442708,7.7440004361638906,21.15375770020534,2.0464994929457863,3.1437371663244353
61,53.005917159763314,13.176317755830153,7.883613100551331,7.312622305169822,24.174142011834316,1.896424439314926,4.325443786982248
62,54.42040816326531,20.824406595086554,8.094923561419739,7.251204947469777,25.59822448979592,2.405987330046607,5.0
63,47.47107438016529,14.410352328017803,8.897800870262422,8.175187119791769,18.705206611570247,2.1091702623275337,2.6838842975206614
64,46.61963190184049,10.579454133472778,8.829773992764597,8.3481549152668,17.82443762781186,1.757412615076448,2.4212678936605316
65,48.20039682539682,12.723771646877928,8.67717356532359,8.07684121890199,19.408511904761905,2.006440863715745,3.0972222222222223
